Region label,Unit of measure_x,Commodity,Year,Value,Unit of measure_y,Hectares
South Australia,tonnes,Wheat,2005,2620800,hectares,1979200
Western Australia,tonnes,Wheat,2005,8618900,hectares,5118300
Tasmania,tonnes,Wheat,2005,30500,hectares,7400
Northern Territory,tonnes,Wheat,2005,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2005,0,hectares,200
New South Wales,tonnes,Potatoes,2005,130500,hectares,4900
Victoria,tonnes,Potatoes,2005,271400,hectares,8400
Queensland,tonnes,Potatoes,2005,119900,hectares,4800
South Australia,tonnes,Potatoes,2005,364500,hectares,10700
Western Australia,tonnes,Potatoes,2005,81200,hectares,1900
Tasmania,tonnes,Potatoes,2005,320800,hectares,6700
Northern Territory,tonnes,Potatoes,2005,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2005,0,hectares,0
New South Wales,tonnes,Barley,2006,2336400,hectares,1103100
Victoria,tonnes,Barley,2006,2003600,hectares,866500
Queensland,tonnes,Barley,2006,166000,hectares,129300
South Australia,tonnes,Barley,2006,2547800,hectares,1169400
Western Australia,tonnes,Barley,2006,2399800,hectares,1129000
Tasmania,tonnes,Barley,2006,28200,hectares,8500
Northern Territory,tonnes,Barley,2006,0,hectares,0
Australian Capital Territory,tonnes,Barley,2006,0,hectares,0
New South Wales,tonnes,Maize,2006,211900,hectares,30600
Victoria,tonnes,Maize,2006,19200,hectares,1900
Queensland,tonnes,Maize,2006,129100,hectares,34100
South Australia,tonnes,Maize,2006,0,hectares,0
Western Australia,tonnes,Maize,2006,1700,hectares,500
Tasmania,tonnes,Maize,2006,0,hectares,0
Northern Territory,tonnes,Maize,2006,75,hectares,20
Australian Capital Territory,tonnes,Maize,2006,0,hectares,0
New South Wales,tonnes,Oats,2006,633000,hectares,416400
Victoria,tonnes,Oats,2006,328100,hectares,151300
Queensland,tonnes,Oats,2006,7500,hectares,15600
South Australia,tonnes,Oats,2006,119600,hectares,72200
Western Australia,tonnes,Oats,2006,591300,hectares,270600
Tasmania,tonnes,Oats,2006,8500,hectares,4300
Northern Territory,tonnes,Oats,2006,0,hectares,0
Australian Capital Territory,tonnes,Oats,2006,0,hectares,0
New South Wales,tonnes,Wheat,2006,8049000,hectares,3554100
Victoria,tonnes,Wheat,2006,2908900,hectares,1314600
Queensland,tonnes,Wheat,2006,1217600,hectares,778300
South Australia,tonnes,Wheat,2006,3852800,hectares,2034900
Western Australia,tonnes,Wheat,2006,9088100,hectares,4752700
Tasmania,tonnes,Wheat,2006,34000,hectares,7900
Northern Territory,tonnes,Wheat,2006,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2006,0,hectares,100
New South Wales,tonnes,Potatoes,2006,130900,hectares,5100
Victoria,tonnes,Potatoes,2006,289300,hectares,8500
Queensland,tonnes,Potatoes,2006,93600,hectares,3600
South Australia,tonnes,Potatoes,2006,357800,hectares,9500
Western Australia,tonnes,Potatoes,2006,89400,hectares,2100
Tasmania,tonnes,Potatoes,2006,288600,hectares,6300
Northern Territory,tonnes,Potatoes,2006,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2006,0,hectares,0
New South Wales,tonnes,Barley,2007,753000,hectares,901700
Victoria,tonnes,Barley,2007,604500,hectares,913000
Queensland,tonnes,Barley,2007,79000,hectares,80500
South Australia,tonnes,Barley,2007,996000,hectares,1193200
Western Australia,tonnes,Barley,2007,1808400,hectares,1083000
Tasmania,tonnes,Barley,2007,16200,hectares,7500
Northern Territory,tonnes,Barley,2007,0,hectares,3200
Australian Capital Territory,tonnes,Barley,2007,0,hectares,0
New South Wales,tonnes,Maize,2007,143200,hectares,20400
Victoria,tonnes,Maize,2007,2500,hectares,300
Queensland,tonnes,Maize,2007,92400,hectares,27200
South Australia,tonnes,Maize,2007,0,hectares,0
Western Australia,tonnes,Maize,2007,1200,hectares,700
Tasmania,tonnes,Maize,2007,0,hectares,0
Northern Territory,tonnes,Maize,2007,400,hectares,200
Australian Capital Territory,tonnes,Maize,2007,0,hectares,0
New South Wales,tonnes,Oats,2007,114600,hectares,390100
Victoria,tonnes,Oats,2007,134200,hectares,176100
Queensland,tonnes,Oats,2007,3600,hectares,24400
South Australia,tonnes,Oats,2007,51500,hectares,106400
Western Australia,tonnes,Oats,2007,441000,hectares,299000
Tasmania,tonnes,Oats,2007,3400,hectares,3600
Northern Territory,tonnes,Oats,2007,0,hectares,3200
Australian Capital Territory,tonnes,Oats,2007,0,hectares,0
New South Wales,tonnes,Wheat,2007,2567700,hectares,3595800
Victoria,tonnes,Wheat,2007,879300,hectares,1347300
Queensland,tonnes,Wheat,2007,776700,hectares,638000
South Australia,tonnes,Wheat,2007,1446000,hectares,2172500
Western Australia,tonnes,Wheat,2007,5134300,hectares,4037000
Tasmania,tonnes,Wheat,2007,17700,hectares,7200
Northern Territory,tonnes,Wheat,2007,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2007,0,hectares,100
New South Wales,tonnes,Potatoes,2007,122700,hectares,4600
Victoria,tonnes,Potatoes,2007,256500,hectares,8100
Queensland,tonnes,Potatoes,2007,88100,hectares,3500
South Australia,tonnes,Potatoes,2007,364300,hectares,9400
Western Australia,tonnes,Potatoes,2007,78700,hectares,1900
Tasmania,tonnes,Potatoes,2007,301700,hectares,6600
Northern Territory,tonnes,Potatoes,2007,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2007,0,hectares,0
New South Wales,tonnes,Barley,2008,814300,hectares,1049000
Victoria,tonnes,Barley,2008,1789200,hectares,1106900
Queensland,tonnes,Barley,2008,142800,hectares,112900
South Australia,tonnes,Barley,2008,1672400,hectares,1244300
Western Australia,tonnes,Barley,2008,2719400,hectares,1380900
Tasmania,tonnes,Barley,2008,22000,hectares,7800
Northern Territory,tonnes,Barley,2008,0,hectares,0
Australian Capital Territory,tonnes,Barley,2008,0,hectares,0
New South Wales,tonnes,Maize,2008,0,hectares,0
Victoria,tonnes,Maize,2008,0,hectares,0
Queensland,tonnes,Maize,2008,0,hectares,0
South Australia,tonnes,Maize,2008,0,hectares,0
Western Australia,tonnes,Maize,2008,0,hectares,0
Tasmania,tonnes,Maize,2008,0,hectares,0
Northern Territory,tonnes,Maize,2008,0,hectares,0
Australian Capital Territory,tonnes,Maize,2008,0,hectares,0
New South Wales,tonnes,Oats,2008,193200,hectares,464400
Victoria,tonnes,Oats,2008,334700,hectares,210500
Queensland,tonnes,Oats,2008,11800,hectares,20300
South Australia,tonnes,Oats,2008,115300,hectares,141600
Western Australia,tonnes,Oats,2008,839500,hectares,396800
Tasmania,tonnes,Oats,2008,7900,hectares,4200
Northern Territory,tonnes,Oats,2008,0,hectares,0
Australian Capital Territory,tonnes,Oats,2008,0,hectares,0
New South Wales,tonnes,Wheat,2008,2477100,hectares,4008900
Victoria,tonnes,Wheat,2008,1995300,hectares,1514000
Queensland,tonnes,Wheat,2008,953900,hectares,668900
South Australia,tonnes,Wheat,2008,2296000,hectares,2120800
Western Australia,tonnes,Wheat,2008,5820200,hectares,4258200
Tasmania,tonnes,Wheat,2008,26800,hectares,7100
Northern Territory,tonnes,Wheat,2008,100,hectares,200
Australian Capital Territory,tonnes,Wheat,2008,0,hectares,100
New South Wales,tonnes,Potatoes,2008,104400,hectares,4100
Victoria,tonnes,Potatoes,2008,322400,hectares,10700
Queensland,tonnes,Potatoes,2008,99200,hectares,3400
South Australia,tonnes,Potatoes,2008,477100,hectares,12100
Western Australia,tonnes,Potatoes,2008,85800,hectares,1900
Tasmania,tonnes,Potatoes,2008,311200,hectares,6000
Northern Territory,tonnes,Potatoes,2008,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2008,0,hectares,0
New South Wales,tonnes,Barley,2009,1449400,hectares,977500
Victoria,tonnes,Barley,2009,1461400,hectares,1136100
Queensland,tonnes,Barley,2009,173000,hectares,91900
South Australia,tonnes,Barley,2009,1876800,hectares,1240100
Western Australia,tonnes,Barley,2009,3007400,hectares,1558800
Tasmania,tonnes,Barley,2009,28500,hectares,10600
Northern Territory,tonnes,Barley,2009,0,hectares,0
Australian Capital Territory,tonnes,Barley,2009,0,hectares,0
New South Wales,tonnes,Maize,2009,115100,hectares,14400
Victoria,tonnes,Maize,2009,3000,hectares,400
Queensland,tonnes,Maize,2009,254900,hectares,49300
South Australia,tonnes,Maize,2009,0,hectares,0
Western Australia,tonnes,Maize,2009,2100,hectares,300
Tasmania,tonnes,Maize,2009,500,hectares,100
Northern Territory,tonnes,Maize,2009,0,hectares,0
Australian Capital Territory,tonnes,Maize,2009,0,hectares,0
New South Wales,tonnes,Oats,2009,260600,hectares,273400
Victoria,tonnes,Oats,2009,236300,hectares,190800
Queensland,tonnes,Oats,2009,7000,hectares,7300
South Australia,tonnes,Oats,2009,81300,hectares,100000
Western Australia,tonnes,Oats,2009,568300,hectares,294900
Tasmania,tonnes,Oats,2009,6500,hectares,3700
Northern Territory,tonnes,Oats,2009,0,hectares,0
Australian Capital Territory,tonnes,Oats,2009,0,hectares,100
New South Wales,tonnes,Wheat,2009,6963300,hectares,4322200
Victoria,tonnes,Wheat,2009,1755700,hectares,1533600
Queensland,tonnes,Wheat,2009,2016000,hectares,1019900
South Australia,tonnes,Wheat,2009,2376100,hectares,2103900
Western Australia,tonnes,Wheat,2009,8274000,hectares,4541900
Tasmania,tonnes,Wheat,2009,34900,hectares,8600
Northern Territory,tonnes,Wheat,2009,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2009,100,hectares,100
New South Wales,tonnes,Potatoes,2009,75400,hectares,3000
Victoria,tonnes,Potatoes,2009,255500,hectares,8500
Queensland,tonnes,Potatoes,2009,97600,hectares,3500
South Australia,tonnes,Potatoes,2009,383200,hectares,10100
Western Australia,tonnes,Potatoes,2009,88500,hectares,1800
Tasmania,tonnes,Potatoes,2009,278400,hectares,5700
Northern Territory,tonnes,Potatoes,2009,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2009,0,hectares,0
New South Wales,tonnes,Barley,2010,1236200,hectares,950700
Victoria,tonnes,Barley,2010,1864500,hectares,976300
Queensland,tonnes,Barley,2010,113100,hectares,68500
South Australia,tonnes,Barley,2010,2068200,hectares,997400
Western Australia,tonnes,Barley,2010,2553700,hectares,1419800
Tasmania,tonnes,Barley,2010,28800,hectares,8800
Northern Territory,tonnes,Barley,2010,0,hectares,0
Australian Capital Territory,tonnes,Barley,2010,0,hectares,0
New South Wales,tonnes,Maize,2010,0,hectares,0
Victoria,tonnes,Maize,2010,0,hectares,0
Queensland,tonnes,Maize,2010,0,hectares,0
South Australia,tonnes,Maize,2010,0,hectares,0
Western Australia,tonnes,Maize,2010,0,hectares,0
Tasmania,tonnes,Maize,2010,0,hectares,0
Northern Territory,tonnes,Maize,2010,0,hectares,0
Australian Capital Territory,tonnes,Maize,2010,0,hectares,0
New South Wales,tonnes,Oats,2010,210900,hectares,306900
Victoria,tonnes,Oats,2010,300100,hectares,168400
Queensland,tonnes,Oats,2010,6600,hectares,11600
South Australia,tonnes,Oats,2010,144000,hectares,96200
Western Australia,tonnes,Oats,2010,493300,hectares,263300
Tasmania,tonnes,Oats,2010,6600,hectares,3700
Northern Territory,tonnes,Oats,2010,0,hectares,0
Australian Capital Territory,tonnes,Oats,2010,100,hectares,0
New South Wales,tonnes,Wheat,2010,5349800,hectares,3982600
Victoria,tonnes,Wheat,2010,2994900,hectares,1801100
Queensland,tonnes,Wheat,2010,1346300,hectares,961700
South Australia,tonnes,Wheat,2010,4001300,hectares,2122400
Western Australia,tonnes,Wheat,2010,8114100,hectares,5005900
Tasmania,tonnes,Wheat,2010,27300,hectares,7200
Northern Territory,tonnes,Wheat,2010,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2010,300,hectares,200
New South Wales,tonnes,Potatoes,2010,131800,hectares,4900
Victoria,tonnes,Potatoes,2010,275000,hectares,7600
Queensland,tonnes,Potatoes,2010,95300,hectares,3500
South Australia,tonnes,Potatoes,2010,358700,hectares,11900
Western Australia,tonnes,Potatoes,2010,84600,hectares,1900
Tasmania,tonnes,Potatoes,2010,332700,hectares,6600
Northern Territory,tonnes,Potatoes,2010,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2010,0,hectares,0
New South Wales,tonnes,Barley,2011,2193600,hectares,878000
Victoria,tonnes,Barley,2011,1944900,hectares,801600
Queensland,tonnes,Barley,2011,146200,hectares,94000
South Australia,tonnes,Barley,2011,2122400,hectares,795400
Western Australia,tonnes,Barley,2011,1548600,hectares,1101100
Tasmania,tonnes,Barley,2011,39100,hectares,10900
Northern Territory,tonnes,Barley,2011,0,hectares,0
Australian Capital Territory,tonnes,Barley,2011,0,hectares,0
New South Wales,tonnes,Maize,2011,171100,hectares,23200
Victoria,tonnes,Maize,2011,11600,hectares,1600
Queensland,tonnes,Maize,2011,171500,hectares,37000
South Australia,tonnes,Maize,2011,1200,hectares,200
Western Australia,tonnes,Maize,2011,1600,hectares,200
Tasmania,tonnes,Maize,2011,0,hectares,0
Northern Territory,tonnes,Maize,2011,0,hectares,0
Australian Capital Territory,tonnes,Maize,2011,0,hectares,0
New South Wales,tonnes,Oats,2011,468600,hectares,321200
Victoria,tonnes,Oats,2011,237000,hectares,165900
Queensland,tonnes,Oats,2011,7300,hectares,13600
South Australia,tonnes,Oats,2011,124600,hectares,67000
Western Australia,tonnes,Oats,2011,283300,hectares,254900
Tasmania,tonnes,Oats,2011,7000,hectares,3400
Northern Territory,tonnes,Oats,2011,0,hectares,0
Australian Capital Territory,tonnes,Oats,2011,0,hectares,0
New South Wales,tonnes,Wheat,2011,10488400,hectares,3814700
Victoria,tonnes,Wheat,2011,4412400,hectares,1793100
Queensland,tonnes,Wheat,2011,1523600,hectares,905500
South Australia,tonnes,Wheat,2011,5948700,hectares,2340600
Western Australia,tonnes,Wheat,2011,5004600,hectares,4639500
Tasmania,tonnes,Wheat,2011,31900,hectares,8100
Northern Territory,tonnes,Wheat,2011,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2011,400,hectares,300
New South Wales,tonnes,Potatoes,2011,110800,hectares,4100
Victoria,tonnes,Potatoes,2011,236700,hectares,7600
Queensland,tonnes,Potatoes,2011,87700,hectares,3300
South Australia,tonnes,Potatoes,2011,356500,hectares,9300
Western Australia,tonnes,Potatoes,2011,84800,hectares,1900
Tasmania,tonnes,Potatoes,2011,251800,hectares,6000
Northern Territory,tonnes,Potatoes,2011,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2011,0,hectares,0
New South Wales,tonnes,Barley,2012,1425036,hectares,672872
Victoria,tonnes,Barley,2012,2005065,hectares,831249
Queensland,tonnes,Barley,2012,191021,hectares,79979
South Australia,tonnes,Barley,2012,1815510,hectares,881210
Western Australia,tonnes,Barley,2012,2761114,hectares,1246313
Tasmania,tonnes,Barley,2012,23115,hectares,6466
Northern Territory,tonnes,Barley,2012,0,hectares,0
Australian Capital Territory,tonnes,Barley,2012,0,hectares,173
New South Wales,tonnes,Maize,2012,206850,hectares,21085
Victoria,tonnes,Maize,2012,20880,hectares,4180
Queensland,tonnes,Maize,2012,216916,hectares,42860
South Australia,tonnes,Maize,2012,1998,hectares,851
Western Australia,tonnes,Maize,2012,2292,hectares,308
Tasmania,tonnes,Maize,2012,0,hectares,0
Northern Territory,tonnes,Maize,2012,1600,hectares,400
Australian Capital Territory,tonnes,Maize,2012,0,hectares,0
New South Wales,tonnes,Oats,2012,257557,hectares,236267
Victoria,tonnes,Oats,2012,234090,hectares,131097
Queensland,tonnes,Oats,2012,22762,hectares,17860
South Australia,tonnes,Oats,2012,78033,hectares,54950
Western Australia,tonnes,Oats,2012,661965,hectares,287544
Tasmania,tonnes,Oats,2012,7624,hectares,3425
Northern Territory,tonnes,Oats,2012,0,hectares,0
Australian Capital Territory,tonnes,Oats,2012,0,hectares,0
New South Wales,tonnes,Wheat,2012,8472914,hectares,3868354
Victoria,tonnes,Wheat,2012,3943311,hectares,1668929
Queensland,tonnes,Wheat,2012,1886303,hectares,953201
South Australia,tonnes,Wheat,2012,4524803,hectares,2249066
Western Australia,tonnes,Wheat,2012,11045107,hectares,5155761
Tasmania,tonnes,Wheat,2012,32252,hectares,6617
Northern Territory,tonnes,Wheat,2012,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2012,319,hectares,213
New South Wales,tonnes,Potatoes,2012,66078,hectares,4045
Victoria,tonnes,Potatoes,2012,295878,hectares,8189
Queensland,tonnes,Potatoes,2012,90967,hectares,3153
South Australia,tonnes,Potatoes,2012,384204,hectares,9813
Western Australia,tonnes,Potatoes,2012,89537,hectares,1877
Tasmania,tonnes,Potatoes,2012,361521,hectares,6593
Northern Territory,tonnes,Potatoes,2012,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2012,0,hectares,0
New South Wales,tonnes,Barley,2013,1286325,hectares,618937
Victoria,tonnes,Barley,2013,1952219,hectares,854143
Queensland,tonnes,Barley,2013,170208,hectares,89655
South Australia,tonnes,Barley,2013,1794436,hectares,861391
Western Australia,tonnes,Barley,2013,2251680,hectares,1215047
Tasmania,tonnes,Barley,2013,16513,hectares,5093
Northern Territory,tonnes,Barley,2013,0,hectares,0
Australian Capital Territory,tonnes,Barley,2013,210,hectares,102
New South Wales,tonnes,Maize,2013,261232,hectares,34081
Victoria,tonnes,Maize,2013,28216,hectares,3113
Queensland,tonnes,Maize,2013,213117,hectares,40209
South Australia,tonnes,Maize,2013,897,hectares,171
Western Australia,tonnes,Maize,2013,3262,hectares,1059
Tasmania,tonnes,Maize,2013,0,hectares,0
Northern Territory,tonnes,Maize,2013,0,hectares,0
Australian Capital Territory,tonnes,Maize,2013,0,hectares,0
New South Wales,tonnes,Oats,2013,275517,hectares,233775
Victoria,tonnes,Oats,2013,233159,hectares,117098
Queensland,tonnes,Oats,2013,14355,hectares,47966
South Australia,tonnes,Oats,2013,88430,hectares,67899
Western Australia,tonnes,Oats,2013,502281,hectares,258172
Tasmania,tonnes,Oats,2013,7393,hectares,3665
Northern Territory,tonnes,Oats,2013,0,hectares,0
Australian Capital Territory,tonnes,Oats,2013,0,hectares,0
New South Wales,tonnes,Wheat,2013,7364882,hectares,3487448
Victoria,tonnes,Wheat,2013,3422865,hectares,1591922
Queensland,tonnes,Wheat,2013,1613964,hectares,865923
South Australia,tonnes,Wheat,2013,3678962,hectares,2118739
Western Australia,tonnes,Wheat,2013,6744055,hectares,4909209
Tasmania,tonnes,Wheat,2013,30440,hectares,5990
Northern Territory,tonnes,Wheat,2013,0,hectares,0
Australian Capital Territory,tonnes,Wheat,2013,410,hectares,150
New South Wales,tonnes,Potatoes,2013,112757,hectares,4412
Victoria,tonnes,Potatoes,2013,250668,hectares,7174
Queensland,tonnes,Potatoes,2013,113078,hectares,4052
South Australia,tonnes,Potatoes,2013,367141,hectares,9306
Western Australia,tonnes,Potatoes,2013,79129,hectares,1741
Tasmania,tonnes,Potatoes,2013,350470,hectares,6348
Northern Territory,tonnes,Potatoes,2013,0,hectares,0
Australian Capital Territory,tonnes,Potatoes,2013,0,hectares,0
New South Wales,tonnes,Barley,2014,1485537,hectares,715248
Victoria,tonnes,Barley,2014,2035814,hectares,918670
Queensland,tonnes,Barley,2014,179535,hectares,105760
South Australia,tonnes,Barley,2014,1892284,hectares,810465
Western Australia,tonnes,Barley,2014,3555662,hectares,1257903
Tasmania,tonnes,Barley,2014,25375,hectares,5966
Northern Territory,tonnes,Barley,2014,0,hectares,0
Australian Capital Territory,tonnes,Barley,2014,210,hectares,100
New South Wales,tonnes,Maize,2014,209303,hectares,22171
Victoria,tonnes,Maize,2014,38061,hectares,3425
Queensland,tonnes,Maize,2014,137245,hectares,26159
